Nom du projet,Secteur,Énergie utilisée,Type de transport,Distance transport (km),Fréquence transport,Matériaux,Taille de l’équipe / locaux,Durée de vie estimée (ans),Budget carbone estimé (tCO2e),Score ESG initial
Projet_8109,Construction immobilière,renouvelable,maritime,6594.78,hebdomadaire,béton,100,23,875.32,7.45
Projet_8110,Transport / logistique,fossile,maritime,7426.41,hebdomadaire,plastique,200,42,330.37,8.6
Projet_8111,Projets numériques,mix,maritime,2431.7,mensuelle,"recyclé, bois, béton",5,46,370.15,17.05
Projet_8112,Agriculture durable,mix,ferroviaire,303.59,mensuelle,"béton, verre",10,49,237.22,15.01
Projet_8113,Projets numériques,fossile,maritime,2042.21,hebdomadaire,"béton, bois, acier",100,30,609.57,61.49
Projet_8114,Agriculture durable,fossile,routier,3327.8,quotidienne,"acier, bois",100,16,716.39,16.97
Projet_8115,Agriculture durable,mix,aérien,6351.09,ponctuelle,"bois, verre",20,17,790.31,53.83
Projet_8116,Transport / logistique,fossile,maritime,1593.41,hebdomadaire,verre,50,34,107.81,25.55
Projet_8117,Projets numériques,fossile,aérien,3275.75,ponctuelle,"bois, acier, verre",200,41,695.01,61.53
Projet_8118,Production industrielle,mix,ferroviaire,1197.51,ponctuelle,"plastique, bois, béton",100,19,253.74,41.85
Projet_8119,Production industrielle,fossile,ferroviaire,9949.11,quotidienne,béton,200,7,432.82,29.54
Projet_8120,Production industrielle,mix,maritime,1841.2,ponctuelle,acier,200,5,360.96,19.08
Projet_8121,Construction immobilière,fossile,aérien,4861.19,mensuelle,"plastique, verre",200,34,47.23,97.24
Projet_8122,Agriculture durable,renouvelable,aérien,9435.84,hebdomadaire,"béton, recyclé, acier",20,42,185.98,45.38
Projet_8123,Construction immobilière,mix,aérien,8742.6,hebdomadaire,verre,5,25,853.23,54.73
Projet_8124,Agriculture durable,renouvelable,routier,5776.39,mensuelle,béton,100,45,774.13,29.81
Projet_8125,Construction immobilière,fossile,routier,3022.55,hebdomadaire,acier,100,40,605.46,69.48
Projet_8126,Construction immobilière,mix,ferroviaire,913.53,hebdomadaire,"verre, béton",50,41,26.38,10.38
Projet_8127,Transport / logistique,mix,routier,906.21,ponctuelle,"acier, bois, recyclé",50,15,828.97,71.68
Projet_8128,Construction immobilière,mix,routier,6836.91,mensuelle,"bois, acier, verre",20,49,626.12,54.19
Projet_8129,Transport / logistique,renouvelable,routier,7625.78,quotidienne,"acier, béton, verre",20,14,35.74,23.91
Projet_8130,Transport / logistique,fossile,routier,2338.49,quotidienne,"verre, béton",50,32,644.27,58.62
Projet_8131,Agriculture durable,renouvelable,maritime,5845.96,ponctuelle,"recyclé, plastique, acier",50,50,461.12,60.81
Projet_8132,Production industrielle,mix,routier,921.84,hebdomadaire,acier,10,36,829.5,37.46
Projet_8133,Transport / logistique,fossile,ferroviaire,8899.57,hebdomadaire,"plastique, acier",200,38,276.09,7.01
Projet_8134,Projets numériques,renouvelable,aérien,3261.59,hebdomadaire,bois,10,16,75.03,36.69
Projet_8135,Transport / logistique,fossile,maritime,6069.25,hebdomadaire,recyclé,5,15,313.98,12.2
Projet_8136,Construction immobilière,renouvelable,ferroviaire,2687.87,hebdomadaire,"verre, plastique",5,16,712.82,63.43
Projet_8137,Construction immobilière,mix,aérien,5509.4,ponctuelle,"acier, béton",20,50,489.95,52.78
Projet_8138,Construction immobilière,fossile,routier,9236.96,ponctuelle,recyclé,50,40,199.95,62.53
Projet_8139,Production industrielle,mix,routier,3413.95,quotidienne,"bois, plastique, acier",200,8,72.6,73.67
Projet_8140,Projets numériques,renouvelable,aérien,3838.5,mensuelle,béton,10,11,696.63,54.64
Projet_8141,Production industrielle,fossile,ferroviaire,9664.23,mensuelle,"bois, acier, recyclé",10,40,122.6,68.27
Projet_8142,Projets numériques,fossile,maritime,9552.33,ponctuelle,"recyclé, bois, acier",10,8,274.2,92.87
Projet_8143,Agriculture durable,fossile,aérien,5823.37,hebdomadaire,"recyclé, verre, plastique",10,26,679.59,64.79
Projet_8144,Construction immobilière,renouvelable,routier,1046.13,quotidienne,"béton, verre, bois",5,41,609.24,70.15
Projet_8145,Transport / logistique,mix,maritime,5745.86,ponctuelle,verre,100,46,816.8,80.67
Projet_8146,Projets numériques,fossile,aérien,7896.39,ponctuelle,"bois, plastique",10,42,422.18,25.22
Projet_8147,Transport / logistique,renouvelable,routier,3344.47,ponctuelle,"plastique, recyclé",100,38,741.45,88.41
Projet_8148,Construction immobilière,mix,ferroviaire,5158.54,quotidienne,"verre, béton",5,17,909.29,51.08
Projet_8149,Production industrielle,fossile,ferroviaire,1086.97,ponctuelle,"béton, bois, acier",200,28,655.16,51.69
Projet_8150,Agriculture durable,renouvelable,ferroviaire,3685.33,quotidienne,"verre, plastique",200,9,115.97,72.65
Projet_8151,Projets numériques,fossile,maritime,5208.74,quotidienne,verre,20,50,828.35,34.36
Projet_8152,Production industrielle,mix,ferroviaire,9459.02,ponctuelle,"bois, recyclé",50,46,426.27,2.15
Projet_8153,Production industrielle,fossile,maritime,1401.12,ponctuelle,verre,100,31,24.19,1.72
Projet_8154,Transport / logistique,renouvelable,ferroviaire,8418.47,quotidienne,béton,20,12,199.35,15.91
Projet_8155,Construction immobilière,renouvelable,aérien,3404.86,mensuelle,"acier, recyclé",20,17,831.25,23.31
Projet_8156,Construction immobilière,mix,maritime,4023.98,ponctuelle,"bois, plastique",20,17,520.57,67.63
Projet_8157,Construction immobilière,mix,routier,2507.19,mensuelle,"acier, verre, recyclé",200,33,199.24,29.45
Projet_8158,Production industrielle,mix,aérien,7839.54,mensuelle,"verre, béton, plastique",200,44,150.94,22.08
Projet_8159,Projets numériques,fossile,maritime,684.45,hebdomadaire,béton,5,44,231.41,69.38
Projet_8160,Construction immobilière,fossile,maritime,4307.32,ponctuelle,"bois, recyclé",5,44,287.18,19.12
Projet_8161,Production industrielle,mix,maritime,1380.56,quotidienne,"recyclé, verre",20,34,303.58,85.1
Projet_8162,Construction immobilière,mix,ferroviaire,3384.49,ponctuelle,béton,50,42,56.02,86.21
Projet_8163,Production industrielle,renouvelable,aérien,8009.15,mensuelle,"verre, acier, plastique",200,50,493.73,92.9
Projet_8164,Agriculture durable,mix,routier,5511.66,hebdomadaire,bois,10,20,282.25,90.17
Projet_8165,Production industrielle,mix,routier,4125.19,mensuelle,"recyclé, plastique, verre",200,30,560.51,10.46
Projet_8166,Agriculture durable,mix,aérien,6349.14,quotidienne,"plastique, bois",100,28,885.41,55.99
Projet_8167,Transport / logistique,fossile,maritime,6604.39,hebdomadaire,plastique,20,45,332.25,22.35
Projet_8168,Construction immobilière,mix,maritime,9463.01,hebdomadaire,"recyclé, acier, plastique",5,17,312.74,52.32
Projet_8169,Transport / logistique,fossile,aérien,5997.5,quotidienne,verre,50,17,583.25,59.65
Projet_8170,Transport / logistique,renouvelable,maritime,2111.62,ponctuelle,bois,50,24,672.51,15.37
Projet_8171,Production industrielle,fossile,aérien,26.92,ponctuelle,bois,50,22,178.9,57.24
Projet_8172,Transport / logistique,renouvelable,routier,2787.89,ponctuelle,"béton, bois, verre",10,5,567.01,93.72
Projet_8173,Agriculture durable,fossile,aérien,7284.65,ponctuelle,"béton, bois",100,23,659.17,4.05
Projet_8174,Transport / logistique,renouvelable,routier,7283.16,ponctuelle,"bois, acier",5,48,760.9,48.69
Projet_8175,Agriculture durable,renouvelable,aérien,6908.04,mensuelle,"bois, béton, plastique",50,34,359.54,2.68
Projet_8176,Projets numériques,mix,ferroviaire,54.34,ponctuelle,"béton, verre",100,25,920.66,41.77
Projet_8177,Construction immobilière,fossile,maritime,1804.87,mensuelle,"béton, recyclé, acier",10,19,895.39,65.97
Projet_8178,Production industrielle,renouvelable,routier,260.02,quotidienne,"plastique, béton, bois",200,9,456.68,43.93
Projet_8179,Production industrielle,renouvelable,ferroviaire,6871.64,hebdomadaire,"verre, plastique",100,33,727.96,75.38
Projet_8180,Production industrielle,fossile,aérien,4551.56,ponctuelle,"bois, béton",20,33,247.6,45.96
Projet_8181,Construction immobilière,fossile,maritime,3251.0,mensuelle,béton,20,13,543.72,47.43
Projet_8182,Construction immobilière,fossile,routier,2805.48,mensuelle,"bois, plastique",50,13,568.48,40.17
Projet_8183,Transport / logistique,mix,aérien,8615.76,hebdomadaire,bois,200,17,606.83,81.86
Projet_8184,Agriculture durable,fossile,ferroviaire,4178.87,quotidienne,"recyclé, bois, plastique",50,26,114.47,39.14
Projet_8185,Agriculture durable,fossile,maritime,5628.09,quotidienne,recyclé,100,42,224.65,8.96
Projet_8186,Transport / logistique,mix,ferroviaire,5553.89,hebdomadaire,verre,10,43,651.88,90.09
Projet_8187,Agriculture durable,fossile,aérien,5586.29,hebdomadaire,acier,20,33,134.55,26.35
Projet_8188,Transport / logistique,renouvelable,routier,958.64,ponctuelle,"plastique, bois",20,50,466.86,33.13
Projet_8189,Transport / logistique,fossile,aérien,5767.58,ponctuelle,verre,5,7,867.59,40.5
Projet_8190,Construction immobilière,fossile,ferroviaire,1856.23,hebdomadaire,bois,20,25,162.6,54.12
Projet_8191,Projets numériques,renouvelable,maritime,4410.82,ponctuelle,"plastique, verre",5,35,497.37,83.55
Projet_8192,Transport / logistique,fossile,maritime,5904.26,mensuelle,"acier, verre",200,12,665.45,43.15
Projet_8193,Transport / logistique,mix,aérien,8586.62,hebdomadaire,béton,100,18,926.78,69.78
Projet_8194,Production industrielle,mix,routier,2872.66,quotidienne,plastique,100,27,624.69,59.67
Projet_8195,Production industrielle,fossile,routier,7005.13,hebdomadaire,recyclé,5,45,718.25,5.91
Projet_8196,Projets numériques,mix,ferroviaire,8888.24,mensuelle,plastique,100,40,908.7,82.21
Projet_8197,Projets numériques,mix,ferroviaire,2902.97,quotidienne,béton,5,27,846.92,65.61
Projet_8198,Transport / logistique,fossile,routier,9888.94,ponctuelle,"bois, acier",200,7,667.1,11.27
Projet_8199,Production industrielle,fossile,aérien,9734.15,hebdomadaire,"bois, verre, plastique",10,20,261.93,65.08
Projet_8200,Construction immobilière,renouvelable,aérien,8077.95,hebdomadaire,bois,10,30,292.18,36.5
Projet_8201,Agriculture durable,mix,routier,4568.61,ponctuelle,bois,20,45,683.41,95.02
Projet_8202,Agriculture durable,mix,routier,4185.57,ponctuelle,"plastique, acier",100,31,172.75,81.55
Projet_8203,Production industrielle,mix,maritime,871.96,ponctuelle,"verre, béton, plastique",20,9,169.89,92.18
Projet_8204,Agriculture durable,fossile,ferroviaire,3276.55,hebdomadaire,"plastique, acier, bois",20,43,249.13,25.46
Projet_8205,Transport / logistique,renouvelable,maritime,3801.25,quotidienne,"recyclé, verre",100,14,501.39,62.3
Projet_8206,Construction immobilière,mix,ferroviaire,6763.67,quotidienne,"recyclé, bois",20,27,844.98,98.91
Projet_8207,Agriculture durable,mix,maritime,5620.19,quotidienne,"plastique, verre",200,11,450.43,31.97
Projet_8208,Construction immobilière,mix,ferroviaire,7844.74,quotidienne,"verre, acier, plastique",200,14,590.94,93.11
Projet_8209,Production industrielle,mix,ferroviaire,2103.5,quotidienne,"acier, plastique",5,33,296.53,68.41
Projet_8210,Projets numériques,fossile,aérien,5038.63,mensuelle,recyclé,10,23,972.31,78.88
Projet_8211,Construction immobilière,fossile,routier,580.22,ponctuelle,"verre, recyclé, plastique",10,43,374.47,5.42
Projet_8212,Construction immobilière,fossile,maritime,4586.08,mensuelle,"béton, plastique",5,5,727.41,95.68
Projet_8213,Projets numériques,fossile,aérien,1361.29,ponctuelle,"béton, recyclé, verre",200,46,482.94,26.77
Projet_8214,Construction immobilière,mix,maritime,3900.99,mensuelle,"bois, acier",200,42,146.48,29.28
Projet_8215,Projets numériques,fossile,ferroviaire,9316.59,mensuelle,"plastique, acier",200,5,837.67,86.54
Projet_8216,Construction immobilière,mix,maritime,8713.48,ponctuelle,bois,5,5,741.74,50.18
Projet_8217,Transport / logistique,fossile,maritime,3373.22,ponctuelle,"béton, verre",200,9,118.23,99.36
Projet_8218,Construction immobilière,fossile,maritime,9766.47,hebdomadaire,plastique,200,44,77.19,74.9
Projet_8219,Construction immobilière,fossile,maritime,1202.06,hebdomadaire,"béton, acier, verre",5,27,771.09,14.41
Projet_8220,Projets numériques,fossile,aérien,6471.59,mensuelle,"acier, recyclé, plastique",200,47,430.67,31.34
Projet_8221,Projets numériques,mix,maritime,3241.88,ponctuelle,"verre, plastique",100,43,271.86,62.41
Projet_8222,Agriculture durable,fossile,routier,2020.09,quotidienne,"verre, béton",10,46,457.13,89.1
Projet_8223,Transport / logistique,mix,aérien,2482.46,hebdomadaire,"plastique, béton, acier",10,25,806.55,57.17
Projet_8224,Transport / logistique,fossile,ferroviaire,1629.43,mensuelle,"béton, acier, recyclé",200,42,404.28,58.97
Projet_8225,Construction immobilière,renouvelable,routier,8106.64,ponctuelle,"plastique, bois, acier",200,37,992.69,77.71
Projet_8226,Agriculture durable,fossile,ferroviaire,4753.77,quotidienne,"acier, plastique",200,27,434.89,96.51
Projet_8227,Projets numériques,mix,maritime,5623.02,quotidienne,"plastique, recyclé",50,41,251.43,78.98
Projet_8228,Construction immobilière,fossile,maritime,1472.74,hebdomadaire,"bois, plastique, recyclé",10,22,480.08,66.82
Projet_8229,Agriculture durable,mix,maritime,7972.27,ponctuelle,"acier, verre, plastique",200,37,634.86,25.98
Projet_8230,Projets numériques,mix,maritime,719.46,mensuelle,bois,50,24,974.32,14.54
Projet_8231,Production industrielle,fossile,ferroviaire,4047.81,hebdomadaire,"acier, bois, béton",5,39,360.21,84.55
Projet_8232,Construction immobilière,renouvelable,aérien,4772.82,ponctuelle,"plastique, acier, recyclé",10,42,818.95,39.58
Projet_8233,Production industrielle,mix,ferroviaire,8403.24,mensuelle,acier,20,35,633.05,58.31
Projet_8234,Construction immobilière,renouvelable,aérien,8482.51,mensuelle,"recyclé, béton",100,42,493.07,72.79
Projet_8235,Agriculture durable,mix,ferroviaire,858.69,hebdomadaire,"bois, acier",50,7,211.55,73.14
Projet_8236,Production industrielle,fossile,maritime,3812.92,hebdomadaire,"bois, verre, plastique",10,23,567.47,32.01
Projet_8237,Construction immobilière,fossile,aérien,8014.68,quotidienne,"plastique, béton",5,32,405.45,49.72
Projet_8238,Projets numériques,mix,routier,1325.0,quotidienne,bois,10,22,176.45,37.08
Projet_8239,Agriculture durable,mix,aérien,2259.9,hebdomadaire,verre,50,12,972.96,98.1
Projet_8240,Production industrielle,mix,maritime,1095.35,quotidienne,"bois, verre",20,21,532.37,42.39
Projet_8241,Construction immobilière,mix,aérien,6208.81,mensuelle,"acier, plastique",10,18,542.16,64.68
Projet_8242,Construction immobilière,renouvelable,routier,1092.58,hebdomadaire,recyclé,50,47,201.26,50.55
Projet_8243,Transport / logistique,renouvelable,aérien,4223.5,hebdomadaire,plastique,5,32,491.08,98.52
Projet_8244,Agriculture durable,mix,ferroviaire,3424.73,quotidienne,"béton, plastique, recyclé",5,40,584.91,24.48
Projet_8245,Construction immobilière,renouvelable,maritime,7417.55,mensuelle,"plastique, verre",10,22,865.17,58.45
Projet_8246,Agriculture durable,renouvelable,maritime,999.66,hebdomadaire,"béton, verre",200,11,574.51,20.35
Projet_8247,Projets numériques,renouvelable,routier,4382.71,hebdomadaire,plastique,10,17,70.13,47.08
Projet_8248,Construction immobilière,renouvelable,maritime,9087.89,quotidienne,bois,5,38,661.24,7.97
Projet_8249,Transport / logistique,mix,maritime,1558.35,quotidienne,verre,200,6,306.98,27.84
Projet_8250,Agriculture durable,mix,aérien,3948.63,hebdomadaire,"plastique, béton, recyclé",20,23,736.53,10.5
Projet_8251,Transport / logistique,mix,routier,6444.26,mensuelle,"bois, acier",10,30,665.73,75.42
Projet_8252,Production industrielle,mix,routier,6984.16,quotidienne,"acier, béton, bois",5,30,469.52,80.14
Projet_8253,Projets numériques,fossile,ferroviaire,5172.56,hebdomadaire,bois,200,33,988.99,62.48
Projet_8254,Agriculture durable,fossile,maritime,6996.99,quotidienne,bois,200,40,570.72,74.03
Projet_8255,Agriculture durable,renouvelable,aérien,8859.13,mensuelle,"plastique, verre, bois",200,38,484.83,81.68
Projet_8256,Construction immobilière,fossile,maritime,6509.67,ponctuelle,"bois, recyclé, plastique",50,7,896.7,89.24
Projet_8257,Projets numériques,renouvelable,ferroviaire,3881.71,mensuelle,bois,50,15,647.28,49.97
Projet_8258,Transport / logistique,mix,routier,9980.88,hebdomadaire,acier,200,12,422.9,53.5
Projet_8259,Production industrielle,fossile,ferroviaire,6734.98,quotidienne,béton,10,37,170.59,71.25
Projet_8260,Construction immobilière,fossile,aérien,6804.78,mensuelle,"bois, plastique, recyclé",100,32,173.08,52.94
Projet_8261,Projets numériques,mix,ferroviaire,520.4,mensuelle,"recyclé, béton, verre",100,41,978.32,87.97
Projet_8262,Transport / logistique,mix,routier,8079.19,hebdomadaire,"recyclé, bois, verre",200,40,290.53,28.04
Projet_8263,Projets numériques,fossile,routier,8054.24,hebdomadaire,"bois, plastique, recyclé",100,48,374.27,2.09
Projet_8264,Projets numériques,fossile,routier,9514.82,ponctuelle,"plastique, bois",20,38,449.38,36.12
Projet_8265,Transport / logistique,mix,aérien,8485.26,ponctuelle,"béton, plastique, verre",50,45,468.48,87.89
Projet_8266,Construction immobilière,fossile,routier,6157.2,quotidienne,"recyclé, verre, acier",10,20,436.0,82.34
Projet_8267,Agriculture durable,fossile,aérien,515.5,ponctuelle,"recyclé, plastique",100,33,51.92,84.12
Projet_8268,Projets numériques,renouvelable,routier,5638.15,hebdomadaire,"recyclé, béton, verre",50,29,99.88,66.36
Projet_8269,Construction immobilière,fossile,routier,2353.35,hebdomadaire,béton,20,28,199.66,75.85
Projet_8270,Transport / logistique,mix,ferroviaire,7493.98,hebdomadaire,béton,5,35,759.78,89.66
Projet_8271,Transport / logistique,fossile,routier,4744.58,mensuelle,bois,100,44,348.41,41.98
Projet_8272,Transport / logistique,renouvelable,maritime,2585.72,quotidienne,"béton, plastique, bois",200,50,594.71,18.11
Projet_8273,Production industrielle,renouvelable,routier,2071.24,hebdomadaire,"plastique, bois, recyclé",50,29,254.55,19.4
Projet_8274,Production industrielle,mix,maritime,7872.94,mensuelle,recyclé,200,45,33.1,41.04
Projet_8275,Construction immobilière,fossile,routier,852.55,quotidienne,"acier, plastique",20,39,908.48,17.58
Projet_8276,Production industrielle,mix,maritime,5522.77,mensuelle,"acier, recyclé, béton",100,43,382.36,59.86
Projet_8277,Projets numériques,renouvelable,maritime,3081.74,hebdomadaire,bois,5,19,539.62,66.17
Projet_8278,Construction immobilière,renouvelable,aérien,348.22,mensuelle,"béton, acier",5,35,749.9,91.38
